
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Mauritania","MRT","Surface area (sq. km)","AG.SRF.TOTL.K2","","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","","",
"Mauritius","MUS","Surface area (sq. km)","AG.SRF.TOTL.K2","","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2007","2007","2007","2007","2007","2007","2007","2007","2007","2007","2007","2010","","",
"Malawi","MWI","Surface area (sq. km)","AG.SRF.TOTL.K2","","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","","",
"Malaysia","MYS","Surface area (sq. km)","AG.SRF.TOTL.K2","","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330396","330396","330345","330713","330621","330524","330241","330241","330411","330411","","",
"North America","NAC","Surface area (sq. km)","AG.SRF.TOTL.K2","","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25269644","25272584","25272584","25272584","25272584","25272584","25272584","25272584","25272584","25472064","25472064","25472064","25472064","25472064","25476300","25476300","25476300","25476300","25476300","25476300","25476300","25476300","25470210","25470210","","",
"Namibia","NAM","Surface area (sq. km)","AG.SRF.TOTL.K2","","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","","",
"New Caledonia","NCL","Surface area (sq. km)","AG.SRF.TOTL.K2","","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","","",
"Niger","NER","Surface area (sq. km)","AG.SRF.TOTL.K2","","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","","",
"Nigeria","NGA","Surface area (sq. km)","AG.SRF.TOTL.K2","","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","","",
"Nicaragua","NIC","Surface area (sq. km)","AG.SRF.TOTL.K2","","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","","",
"Netherlands","NLD","Surface area (sq. km)","AG.SRF.TOTL.K2","","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41540","41540","41540","41540","41540","41540","41540","41540","41540","41540","41540","41540","41540","41540","41540","41540","41540","41540","","",
"Norway","NOR","Surface area (sq. km)","AG.SRF.TOTL.K2","","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","625217.11","625222","625184.78","625194","625217","625222","625218","624499","624500","624500","","",
"Nepal","NPL","Surface area (sq. km)","AG.SRF.TOTL.K2","","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","","",
"Nauru","NRU","Surface area (sq. km)","AG.SRF.TOTL.K2","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","","",
"New Zealand","NZL","Surface area (sq. km)","AG.SRF.TOTL.K2","","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","","",
"OECD members","OED","Surface area (sq. km)","AG.SRF.TOTL.K2","","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.11","42973183.81","42973183.81","42973183.81","42973183.81","42973183.81","42973183.81","42973183.81","42973183.81","42973183.81","42973183.81","42973183.81","42973183.81","42973183.81","42973183.81","42973203.81","42973213.81","42973233.81","42973243.81","42973243.81","42973243.81","42973243.81","42975921.81","42976301.81","42976671.81","42977041.81","42976781.81","42976831.81","42977161.81","42977191.81","43176806.81","43177018.81","43177388.81","43177402.81","43177895.81","43499781.53","43499815.82","43499844.37","43500685.59","43500534.82","43500760.879","43501197.536","43499401.521","43493337.754","43471305.141","","",
"Oman","OMN","Surface area (sq. km)","AG.SRF.TOTL.K2","","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","","",
"Other small states","OSS","Surface area (sq. km)","AG.SRF.TOTL.K2","","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290211","290231","290231","283308","283308","283308","283308","283308","283308","283308","283308","283308","283318","281645","281655","281655","281665","281675","281675","281677","281649","281652","281762","281764","281771","281772","281773","281768","281771","281773","281778","281781","","",
"Pakistan","PAK","Surface area (sq. km)","AG.SRF.TOTL.K2","","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","","",
"Panama","PAN","Surface area (sq. km)","AG.SRF.TOTL.K2","","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75320","75320","75320","75320","75320","75320","75320","75320","75320","","",
"Peru","PER","Surface area (sq. km)","AG.SRF.TOTL.K2","","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","","",
"Philippines","PHL","Surface area (sq. km)","AG.SRF.TOTL.K2","","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","","",
"Palau","PLW","Surface area (sq. km)","AG.SRF.TOTL.K2","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","","",
"Papua New Guinea","PNG","Surface area (sq. km)","AG.SRF.TOTL.K2","","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","","",
"Poland","POL","Surface area (sq. km)","AG.SRF.TOTL.K2","","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312680","312680","312680","312680","312680","312680","312680","312680","312680","312680","312680","312680","312690","312690","312710","312710","312720","","",
"Pre-demographic dividend","PRE","Surface area (sq. km)","AG.SRF.TOTL.K2","","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20553531","20671131","20671131","20671131","20671131","20671131","20671131","20671131","20671131","20671131","20671131","20671131","20675221.86","20675221.003","20675190.95","20675157.677","20675175.279","20672107.3","20672102.578","20672381.619","20691447.75","20691226.908","20691213.815","20691266.405","20691255.244","20691249.018","20691255.887","20691239.106","20691201.327","20691199.327","20691199.327","","",
"Puerto Rico","PRI","Surface area (sq. km)","AG.SRF.TOTL.K2","","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","","",
"Korea, Dem. People's Rep.","PRK","Surface area (sq. km)","AG.SRF.TOTL.K2","","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","","",
"Portugal","PRT","Surface area (sq. km)","AG.SRF.TOTL.K2","","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92120","92090","92090","92090","92090","92210","92210","92210","92210","92225.2","92225.6","92225.6","92225.6","92225.6","92225.6","92230","92230","92230","92230","","",
"Paraguay","PRY","Surface area (sq. km)","AG.SRF.TOTL.K2","","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406750","406752","406752","406752","406752","406752","406752","406752","406752","406752","406752","406752","406752","406752","","",
"West Bank and Gaza","PSE","Surface area (sq. km)","AG.SRF.TOTL.K2","","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6025","","","",
"Pacific island small states","PSS","Surface area (sq. km)","AG.SRF.TOTL.K2","","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","65150","","",
"Post-demographic dividend","PST","Surface area (sq. km)","AG.SRF.TOTL.K2","","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.11","38750363.81","38750363.81","38750363.81","38750363.81","38750363.81","38750363.81","38750363.81","38750363.81","38750363.81","38750363.81","38750363.81","38750363.81","38750363.81","38750363.81","38750373.81","38750383.81","38750413.81","38750503.81","38750503.81","38750433.81","38750433.81","38753121.81","38753507.81","38753883.81","38754319.81","38754068.81","38754118.81","38754464.41","38754496.01","38954111.01","38954318.31","38954683.51","38954700.71","38955197.71","39308456.83","39308509.12","39308538.77","39308780.09","39308632.62","39308851.779","39309290.436","39308618.371","39302574.704","39301459.091","","",
"French Polynesia","PYF","Surface area (sq. km)","AG.SRF.TOTL.K2","","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","3471","","",
"Qatar","QAT","Surface area (sq. km)","AG.SRF.TOTL.K2","","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11490","11490","11490","11490","11490","11490","11490","11490","11490","","",
"Romania","ROU","Surface area (sq. km)","AG.SRF.TOTL.K2","","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238400","238400","238400","238400","238400","238400","238400","238400","238400","238400","","",
"Russian Federation","RUS","Surface area (sq. km)","AG.SRF.TOTL.K2","","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098250","17098250","17098250","17098250","17098250","17098250","17098250","17098250","17098250","17098250","17098250","17098250","17098250","","",
"Rwanda","RWA","Surface area (sq. km)","AG.SRF.TOTL.K2","","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","","",
"South Asia","SAS","Surface area (sq. km)","AG.SRF.TOTL.K2","","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5137847","5137847","5137847","5137847","5137847","5137847","5137847","5137847","5137847","5137847","5136164","5136164","5136164","5136164","5136164","5136164","5136164","5136164","5136164","5136164","5135334","5135334","5135334","5135681","5135270","5135270","5135270","5135270","5135270","","",
"Saudi Arabia","SAU","Surface area (sq. km)","AG.SRF.TOTL.K2","","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","","",
"Sudan","SDN","Surface area (sq. km)","AG.SRF.TOTL.K2","","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","1878000","1878000","1878000","1878000","1878000","1878000","1878000","1878000","1878000","1878000","1878000","","",
"Senegal","SEN","Surface area (sq. km)","AG.SRF.TOTL.K2","","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","","",
"Singapore","SGP","Surface area (sq. km)","AG.SRF.TOTL.K2","","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","680","685","697","699","699","704","705","710","710","712","714","716","717","719","719","719","722","724","726","728","728","728","","",
"Solomon Islands","SLB","Surface area (sq. km)","AG.SRF.TOTL.K2","","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","","",
"Sierra Leone","SLE","Surface area (sq. km)","AG.SRF.TOTL.K2","","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","","",
"El Salvador","SLV","Surface area (sq. km)","AG.SRF.TOTL.K2","","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","21040","","",
"San Marino","SMR","Surface area (sq. km)","AG.SRF.TOTL.K2","","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","","",
"Somalia","SOM","Surface area (sq. km)","AG.SRF.TOTL.K2","","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","","",
"Serbia","SRB","Surface area (sq. km)","AG.SRF.TOTL.K2","","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","84990","84990","84990","","",
"Sub-Saharan Africa (excluding high income)","SSA","Surface area (sq. km)","AG.SRF.TOTL.K2","","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24272551","24308585.16","24308584.203","24308553.95","24308521.777","24308538.479","24308550.8","24308545.478","24308791.019","24327857.65","24327825.508","24327812.015","24327865.605","24327852.944","24327847.218","24327853.387","24327830.206","24327789.027","24327789.027","24327792.027","","",
"South Sudan","SSD","Surface area (sq. km)","AG.SRF.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","646883","646883","646883","646883","646883","646883","646883","646883","646883","646883","646883","","",
"Sub-Saharan Africa","SSF","Surface area (sq. km)","AG.SRF.TOTL.K2","","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24273011","24309045.16","24309044.203","24309013.95","24308981.777","24308998.479","24309010.8","24309005.478","24309251.019","24328317.65","24328285.508","24328272.015","24328325.605","24328312.944","24328307.218","24328313.387","24328290.206","24328249.027","24328249.027","24328252.027","","",
"Small states","SST","Surface area (sq. km)","AG.SRF.TOTL.K2","","774321","774321","774321","774321","774321","774321","774321","774321","774321","774321","774321","774321","774321","774321","774321","774321","774321","774321","774321","774231","774231","774231","774231","774231","774231","774231","774231","774231","774231","774231","774231","774251","774251","767328","767328","767328","767328","767328","767328","767328","767328","767328","767338","765665","765675","765675","765685","765695","765695","765697","765669","765672","765782","765784","765791","765792","765793","765788","765791","765793","765798","765801","","",
"Sao Tome and Principe","STP","Surface area (sq. km)","AG.SRF.TOTL.K2","","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","","",
"Suriname","SUR","Surface area (sq. km)","AG.SRF.TOTL.K2","","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","","",
"Slovak Republic","SVK","Surface area (sq. km)","AG.SRF.TOTL.K2","","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49035","49040","49037","49036","49036","49036","49030","49030","49030","49030","49030","49030","49030","49030","49030","","",
"Slovenia","SVN","Surface area (sq. km)","AG.SRF.TOTL.K2","","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20675","20675","20675","20675","20480","20480","20480","20480","20480","20480","","",
